geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State House District 63 (2024), South Carolina",29404,35,639,7864,0,19514,1062,0.12,2.17,26.74,0.0,66.37,3.61
"State House District 63 (2024), Tennessee",50754,29,2728,1891,0,43667,1509,0.06,5.37,3.73,0.0,86.04,2.97
"State House District 63 (2024), Texas",139175,183,13801,13709,336,85240,22481,0.13,9.92,9.85,0.24,61.25,16.15
"State House District 63 (2024), Utah",28787,27,139,171,128,25152,2538,0.09,0.48,0.59,0.44,87.37,8.82
"State House District 63 (2024), Virginia",63289,99,1585,8222,0,47076,4620,0.16,2.5,12.99,0.0,74.38,7.3
"State House District 63A (2024), Minnesota",34109,169,906,4106,0,25522,1956,0.5,2.66,12.04,0.0,74.82,5.73
"State House District 63B (2024), Minnesota",31710,55,838,1390,22,27248,1047,0.17,2.64,4.38,0.07,85.93,3.3
"State House District 64 (2024), Alabama",42454,145,488,5093,15,33802,2127,0.34,1.15,12.0,0.04,79.62,5.01
"State House District 64 (2024), Arkansas",22671,31,24,15524,128,6489,242,0.14,0.11,68.48,0.56,28.62,1.07
"State House District 64 (2024), Colorado",69860,187,817,291,29,53965,13555,0.27,1.17,0.42,0.04,77.25,19.4
"State House District 64 (2024), Connecticut",19386,3,324,254,0,17609,777,0.02,1.67,1.31,0.0,90.83,4.01
"State House District 64 (2024), Florida",115196,151,3860,10032,99,39867,58776,0.13,3.35,8.71,0.09,34.61,51.02
"State House District 64 (2024), Georgia",43350,20,1152,22483,24,14827,3524,0.05,2.66,51.86,0.06,34.2,8.13
"State House District 64 (2024), Illinois",81835,33,1558,1333,28,70750,7115,0.04,1.9,1.63,0.03,86.45,8.69
"State House District 64 (2024), Indiana",50793,24,351,836,26,47770,677,0.05,0.69,1.65,0.05,94.05,1.33
"State House District 64 (2024), Iowa",23969,1,55,207,1,23060,409,0.0,0.23,0.86,0.0,96.21,1.71
"State House District 64 (2024), Kansas",17405,84,219,905,10,14635,1291,0.48,1.26,5.2,0.06,84.09,7.42
"State House District 64 (2024), Kentucky",34767,16,330,782,2,32076,728,0.05,0.95,2.25,0.01,92.26,2.09
"State House District 64 (2024), Louisiana",34326,5,191,2369,3,30829,598,0.01,0.56,6.9,0.01,89.81,1.74
"State House District 64 (2024), Maine",7302,33,76,112,0,6609,166,0.45,1.04,1.53,0.0,90.51,2.27
"State House District 64 (2024), Michigan",71312,94,367,2064,0,64400,2727,0.13,0.51,2.89,0.0,90.31,3.82
"State House District 64 (2024), Mississippi",16945,12,72,6927,3,9353,352,0.07,0.42,40.88,0.02,55.2,2.08
"State House District 64 (2024), Missouri",29819,5,531,1558,0,25975,1111,0.02,1.78,5.22,0.0,87.11,3.73
"State House District 64 (2024), Montana",10929,93,129,11,0,9835,590,0.85,1.18,0.1,0.0,89.99,5.4
"State House District 64 (2024), New Mexico",21306,88,164,396,17,13627,6394,0.41,0.77,1.86,0.08,63.96,30.01
"State House District 64 (2024), North Carolina",65678,200,785,14151,22,43228,5576,0.3,1.2,21.55,0.03,65.82,8.49
"State House District 64 (2024), Ohio",98027,36,231,9272,66,84022,1984,0.04,0.24,9.46,0.07,85.71,2.02
"State House District 64 (2024), Oklahoma",29516,1200,682,5355,137,16413,3489,4.07,2.31,18.14,0.46,55.61,11.82
"State House District 64 (2024), Pennsylvania",48973,24,106,425,11,47355,511,0.05,0.22,0.87,0.02,96.7,1.04
"State House District 64 (2024), Rhode Island",10035,62,272,1114,2,7477,856,0.62,2.71,11.1,0.02,74.51,8.53
"State House District 64 (2024), South Carolina",33274,73,150,15073,1,16834,561,0.22,0.45,45.3,0.0,50.59,1.69
"State House District 64 (2024), Tennessee",57277,96,631,6474,5,45637,3068,0.17,1.1,11.3,0.01,79.68,5.36
"State House District 64 (2024), Texas",157478,307,2708,12241,114,111545,26102,0.19,1.72,7.77,0.07,70.83,16.58
"State House District 64 (2024), Utah",28905,101,91,200,7,25776,2231,0.35,0.31,0.69,0.02,89.17,7.72
"State House District 64 (2024), Virginia",61060,60,2014,12018,5,36337,7814,0.1,3.3,19.68,0.01,59.51,12.8
"State House District 64A (2024), Minnesota",33879,28,1002,1638,2,28319,1554,0.08,2.96,4.83,0.01,83.59,4.59
"State House District 64B (2024), Minnesota",32441,31,1347,2194,2,26458,1112,0.1,4.15,6.76,0.01,81.56,3.43
"State House District 65 (2024), Alabama",36578,1042,67,10531,0,23698,301,2.85,0.18,28.79,0.0,64.79,0.82
"State House District 65 (2024), Arkansas",23304,23,154,15567,31,6720,363,0.1,0.66,66.8,0.13,28.84,1.56
"State House District 65 (2024), Colorado",73746,154,945,630,45,62825,7853,0.21,1.28,0.85,0.06,85.19,10.65
"State House District 65 (2024), Connecticut",18233,3,397,983,2,14520,1649,0.02,2.18,5.39,0.01,79.64,9.04
"State House District 65 (2024), Florida",142472,57,5179,8369,131,101938,22853,0.04,3.64,5.87,0.09,71.55,16.04
"State House District 65 (2024), Georgia",44885,12,424,30775,0,11613,1554,0.03,0.94,68.56,0.0,25.87,3.46
"State House District 65 (2024), Illinois",81234,41,5011,1555,44,65543,7763,0.05,6.17,1.91,0.05,80.68,9.56
"State House District 65 (2024), Indiana",53307,8,255,368,4,51121,666,0.02,0.48,0.69,0.01,95.9,1.25
"State House District 65 (2024), Iowa",22933,0,76,194,38,22110,428,0.0,0.33,0.85,0.17,96.41,1.87
"State House District 65 (2024), Kansas",14293,71,251,1965,147,8883,2096,0.5,1.76,13.75,1.03,62.15,14.66
"State House District 65 (2024), Kentucky",34618,18,313,2525,7,30119,847,0.05,0.9,7.29,0.02,87.0,2.45
"State House District 65 (2024), Louisiana",30994,15,652,7378,18,20612,1544,0.05,2.1,23.8,0.06,66.5,4.98
"State House District 65 (2024), Maine",8067,18,22,69,1,7506,149,0.22,0.27,0.86,0.01,93.05,1.85
"State House District 65 (2024), Michigan",72195,82,248,2228,0,65930,2558,0.11,0.34,3.09,0.0,91.32,3.54
"State House District 65 (2024), Mississippi",17455,24,11,14431,0,2585,68,0.14,0.06,82.68,0.0,14.81,0.39
"State House District 65 (2024), Missouri",28669,13,410,1282,26,25902,484,0.05,1.43,4.47,0.09,90.35,1.69
"State House District 65 (2024), Montana",9496,66,116,1,1,8456,380,0.7,1.22,0.01,0.01,89.05,4.0
"State House District 65 (2024), New Mexico",22929,13765,24,40,5,2339,6516,60.03,0.1,0.17,0.02,10.2,28.42
"State House District 65 (2024), North Carolina",71736,120,256,13348,107,53693,2566,0.17,0.36,18.61,0.15,74.85,3.58
"State House District 65 (2024), Ohio",94515,85,443,2973,30,87758,1652,0.09,0.47,3.15,0.03,92.85,1.75
"State House District 65 (2024), Oklahoma",26829,3314,228,1074,82,17315,3054,12.35,0.85,4.0,0.31,64.54,11.38
"State House District 65 (2024), Pennsylvania",50710,37,155,1266,59,47888,763,0.07,0.31,2.5,0.12,94.44,1.5
"State House District 65 (2024), Rhode Island",12326,16,71,595,21,10205,832,0.13,0.58,4.83,0.17,82.79,6.75
"State House District 65 (2024), South Carolina",32366,54,209,6849,6,24311,386,0.17,0.65,21.16,0.02,75.11,1.19
"State House District 65 (2024), Tennessee",54152,9,419,2598,1,47716,2312,0.02,0.77,4.8,0.0,88.11,4.27
"State House District 65 (2024), Texas",152598,268,17384,17561,13,90466,23217,0.18,11.39,11.51,0.01,59.28,15.21
"State House District 65 (2024), Utah",30514,62,69,331,64,26525,2972,0.2,0.23,1.08,0.21,86.93,9.74
"State House District 65 (2024), Virginia",66027,96,1588,12039,0,44142,5124,0.15,2.41,18.23,0.0,66.85,7.76
"State House District 65A (2024), Minnesota",27707,160,3964,8153,14,12202,2095,0.58,14.31,29.43,0.05,44.04,7.56
"State House District 65B (2024), Minnesota",32892,180,1976,3061,1,22832,3452,0.55,6.01,9.31,0.0,69.42,10.49
"State House District 66 (2024), Alabama",39769,831,145,7733,27,29564,781,2.09,0.36,19.44,0.07,74.34,1.96
"State House District 66 (2024), Arkansas",19751,81,136,10794,0,7721,537,0.41,0.69,54.65,0.0,39.09,2.72
"State House District 66 (2024), Connecticut",19216,1,531,335,2,17230,733,0.01,2.76,1.74,0.01,89.66,3.81
"State House District 66 (2024), Florida",133570,172,6174,9008,0,83004,32533,0.13,4.62,6.74,0.0,62.14,24.36
"State House District 66 (2024), Georgia",44154,79,226,24865,113,14158,3396,0.18,0.51,56.31,0.26,32.07,7.69
"State House District 66 (2024), Illinois",78707,73,4355,2338,0,58260,11929,0.09,5.53,2.97,0.0,74.02,15.16
"State House District 66 (2024), Indiana",51854,4,355,902,18,48072,1425,0.01,0.68,1.74,0.03,92.71,2.75
"State House District 66 (2024), Iowa",25283,29,123,541,0,24070,361,0.11,0.49,2.14,0.0,95.2,1.43
"State House District 66 (2024), Kansas",22089,22,379,744,0,19147,924,0.1,1.72,3.37,0.0,86.68,4.18
"State House District 66 (2024), Kentucky",34461,10,411,880,97,31405,974,0.03,1.19,2.55,0.28,91.13,2.83
"State House District 66 (2024), Louisiana",30156,26,923,4461,0,22810,1587,0.09,3.06,14.79,0.0,75.64,5.26
"State House District 66 (2024), Maine",6783,3,104,4,0,6518,72,0.04,1.53,0.06,0.0,96.09,1.06
"State House District 66 (2024), Michigan",70917,21,892,1136,2,65568,2248,0.03,1.26,1.6,0.0,92.46,3.17
"State House District 66 (2024), Mississippi",17394,22,2,11354,0,5717,121,0.13,0.01,65.28,0.0,32.87,0.7
"State House District 66 (2024), Missouri",25446,7,40,20109,15,4514,214,0.03,0.16,79.03,0.06,17.74,0.84
"State House District 66 (2024), Montana",10058,28,58,192,1,9183,347,0.28,0.58,1.91,0.01,91.3,3.45
"State House District 66 (2024), New Mexico",19786,45,56,279,11,9236,9762,0.23,0.28,1.41,0.06,46.68,49.34
"State House District 66 (2024), North Carolina",65501,81,3129,19199,39,35883,5215,0.12,4.78,29.31,0.06,54.78,7.96
"State House District 66 (2024), Ohio",90465,36,520,879,73,85903,1631,0.04,0.57,0.97,0.08,94.96,1.8
"State House District 66 (2024), Oklahoma",30106,2549,98,448,6,23037,1318,8.47,0.33,1.49,0.02,76.52,4.38
"State House District 66 (2024), Pennsylvania",47506,25,28,135,0,46594,333,0.05,0.06,0.28,0.0,98.08,0.7
"State House District 66 (2024), Rhode Island",10957,0,323,83,0,9938,379,0.0,2.95,0.76,0.0,90.7,3.46
"State House District 66 (2024), South Carolina",29727,0,1216,2751,0,23174,1953,0.0,4.09,9.25,0.0,77.96,6.57
"State House District 66 (2024), Tennessee",54885,34,338,4214,4,47288,2187,0.06,0.62,7.68,0.01,86.16,3.98
"State House District 66 (2024), Texas",143530,191,18653,15389,56,89560,15658,0.13,13.0,10.72,0.04,62.4,10.91
"State House District 66 (2024), Utah",30937,215,118,259,78,27881,1919,0.69,0.38,0.84,0.25,90.12,6.2
"State House District 66 (2024), Virginia",63753,97,1382,14915,179,39777,5063,0.15,2.17,23.39,0.28,62.39,7.94
"State House District 66A (2024), Minnesota",33866,77,1676,3028,4,25846,1516,0.23,4.95,8.94,0.01,76.32,4.48
"State House District 66B (2024), Minnesota",25663,160,6983,3656,30,12332,1558,0.62,27.21,14.25,0.12,48.05,6.07
"State House District 67 (2024), Alabama",33171,54,46,22457,1,9966,181,0.16,0.14,67.7,0.0,30.04,0.55
"State House District 67 (2024), Arkansas",25515,41,436,8731,1,14879,683,0.16,1.71,34.22,0.0,58.31,2.68
"State House District 67 (2024), Connecticut",17298,2,486,310,0,14913,1353,0.01,2.81,1.79,0.0,86.21,7.82
"State House District 67 (2024), Florida",128547,82,8796,24727,302,63179,27654,0.06,6.84,19.24,0.23,49.15,21.51
"State House District 67 (2024), Georgia",44102,0,497,26475,2,13595,3052,0.0,1.13,60.03,0.0,30.83,6.92
"State House District 67 (2024), Illinois",75685,172,1134,14527,14,46278,10259,0.23,1.5,19.19,0.02,61.15,13.55
"State House District 67 (2024), Indiana",53057,37,203,431,0,50608,816,0.07,0.38,0.81,0.0,95.38,1.54
"State House District 67 (2024), Iowa",24434,22,17,25,0,23627,354,0.09,0.07,0.1,0.0,96.7,1.45
"State House District 67 (2024), Kansas",18421,18,602,1219,81,14612,1365,0.1,3.27,6.62,0.44,79.32,7.41
"State House District 67 (2024), Kentucky",34622,5,186,1435,1,31640,806,0.01,0.54,4.14,0.0,91.39,2.33
"State House District 67 (2024), Louisiana",31487,1,1071,15862,1,12458,1089,0.0,3.4,50.38,0.0,39.57,3.46
"State House District 67 (2024), Maine",7428,8,25,1,0,7098,113,0.11,0.34,0.01,0.0,95.56,1.52
"State House District 67 (2024), Michigan",72943,180,176,1889,1,66791,1956,0.25,0.24,2.59,0.0,91.57,2.68
"State House District 67 (2024), Mississippi",17440,26,77,13567,0,3263,93,0.15,0.44,77.79,0.0,18.71,0.53
"State House District 67 (2024), Missouri",29219,0,209,20761,0,6572,693,0.0,0.72,71.05,0.0,22.49,2.37
"State House District 67 (2024), Montana",8818,59,34,33,2,8019,355,0.67,0.39,0.37,0.02,90.94,4.03
"State House District 67 (2024), New Mexico",22988,169,267,786,6,12290,8668,0.74,1.16,3.42,0.03,53.46,37.71
"State House District 67 (2024), North Carolina",68419,129,957,8967,124,54919,2438,0.19,1.4,13.11,0.18,80.27,3.56
"State House District 67 (2024), Ohio",92467,69,601,1116,27,87068,1913,0.07,0.65,1.21,0.03,94.16,2.07
"State House District 67 (2024), Oklahoma",29681,1173,1407,2357,3,20795,2165,3.95,4.74,7.94,0.01,70.06,7.29
"State House District 67 (2024), Pennsylvania",48442,34,226,790,46,45960,677,0.07,0.47,1.63,0.09,94.88,1.4
"State House District 67 (2024), Rhode Island",10228,0,204,176,2,9459,251,0.0,1.99,1.72,0.02,92.48,2.45
"State House District 67 (2024), South Carolina",30562,54,721,9068,80,18484,1071,0.18,2.36,29.67,0.26,60.48,3.5
"State House District 67 (2024), Tennessee",55847,64,738,14551,151,32449,5656,0.11,1.32,26.06,0.27,58.1,10.13
"State House District 67 (2024), Texas",146649,274,15469,16495,120,91571,19918,0.19,10.55,11.25,0.08,62.44,13.58
"State House District 67 (2024), Utah",30113,380,49,127,90,26264,2543,1.26,0.16,0.42,0.3,87.22,8.44
"State House District 67 (2024), Virginia",70971,115,877,15072,0,50546,2383,0.16,1.24,21.24,0.0,71.22,3.36
"State House District 67A (2024), Minnesota",24607,150,8441,2856,0,10447,1646,0.61,34.3,11.61,0.0,42.46,6.69
"State House District 67B (2024), Minnesota",27498,125,6321,5271,11,12892,2071,0.45,22.99,19.17,0.04,46.88,7.53
"State House District 68 (2024), Alabama",35828,177,62,18775,4,16027,92,0.49,0.17,52.4,0.01,44.73,0.26
"State House District 68 (2024), Arkansas",22740,0,224,650,2,20507,775,0.0,0.99,2.86,0.01,90.18,3.41
"State House District 68 (2024), Connecticut",19040,0,165,546,0,16785,1257,0.0,0.87,2.87,0.0,88.16,6.6
"State House District 68 (2024), Florida",127754,59,3092,13821,88,79834,28363,0.05,2.42,10.82,0.07,62.49,22.2
"State House District 68 (2024), Georgia",44537,1,603,25619,1,14979,2482,0.0,1.35,57.52,0.0,33.63,5.57
"State House District 68 (2024), Illinois",77151,79,2098,6531,33,54969,11671,0.1,2.72,8.47,0.04,71.25,15.13
"State House District 68 (2024), Indiana",53070,36,166,124,0,51197,583,0.07,0.31,0.23,0.0,96.47,1.1
"State House District 68 (2024), Iowa",23719,81,141,134,6,22741,351,0.34,0.59,0.56,0.03,95.88,1.48
"State House District 68 (2024), Kansas",18100,57,555,2493,22,12122,1970,0.31,3.07,13.77,0.12,66.97,10.88
"State House District 68 (2024), Kentucky",33307,4,135,450,1,32107,310,0.01,0.41,1.35,0.0,96.4,0.93
"State House District 68 (2024), Louisiana",37320,44,1119,9344,23,23889,1851,0.12,3.0,25.04,0.06,64.01,4.96
"State House District 68 (2024), Maine",7418,5,14,59,0,7224,36,0.07,0.19,0.8,0.0,97.38,0.49
"State House District 68 (2024), Michigan",73177,139,1251,4374,0,63400,2516,0.19,1.71,5.98,0.0,86.64,3.44
"State House District 68 (2024), Mississippi",17556,8,77,11790,0,4935,430,0.05,0.44,67.16,0.0,28.11,2.45
"State House District 68 (2024), Missouri",30136,8,221,16385,0,12446,183,0.03,0.73,54.37,0.0,41.3,0.61
"State House District 68 (2024), Montana",8416,18,57,0,0,8127,102,0.21,0.68,0.0,0.0,96.57,1.21
"State House District 68 (2024), New Mexico",22319,1132,361,901,0,10089,9033,5.07,1.62,4.04,0.0,45.2,40.47
"State House District 68 (2024), North Carolina",62492,29,3856,5319,8,47883,4089,0.05,6.17,8.51,0.01,76.62,6.54
"State House District 68 (2024), Ohio",93170,2,3547,5233,39,79754,2243,0.0,3.81,5.62,0.04,85.6,2.41
"State House District 68 (2024), Oklahoma",27303,1273,1133,1681,37,18247,2194,4.66,4.15,6.16,0.14,66.83,8.04
"State House District 68 (2024), Pennsylvania",50116,41,151,397,3,48283,727,0.08,0.3,0.79,0.01,96.34,1.45
"State House District 68 (2024), Rhode Island",11743,0,188,93,0,10980,341,0.0,1.6,0.79,0.0,93.5,2.9
"State House District 68 (2024), South Carolina",37348,74,229,2060,2,32252,1974,0.2,0.61,5.52,0.01,86.36,5.29
"State House District 68 (2024), Tennessee",55593,79,1443,7006,0,42570,2668,0.14,2.6,12.6,0.0,76.57,4.8
"State House District 68 (2024), Texas",148412,356,783,3677,30,118432,21594,0.24,0.53,2.48,0.02,79.8,14.55
"State House District 68 (2024), Utah",29299,1289,124,59,53,25346,1433,4.4,0.42,0.2,0.18,86.51,4.89
"State House District 68 (2024), Virginia",70065,259,304,10696,79,55299,1916,0.37,0.43,15.27,0.11,78.93,2.73
"State House District 69 (2024), Alabama",36531,27,264,19298,0,15941,417,0.07,0.72,52.83,0.0,43.64,1.14
"State House District 69 (2024), Arkansas",23011,63,193,2429,13,18802,702,0.27,0.84,10.56,0.06,81.71,3.05
"State House District 69 (2024), Connecticut",19329,4,549,599,0,16773,1165,0.02,2.84,3.1,0.0,86.78,6.03
"State House District 69 (2024), Florida",128992,145,3459,19507,1,74936,27131,0.11,2.68,15.12,0.0,58.09,21.03
"State House District 69 (2024), Georgia",42322,65,1044,26499,40,12111,1376,0.15,2.47,62.61,0.09,28.62,3.25
"State House District 69 (2024), Illinois",76715,32,2411,1467,0,62573,9128,0.04,3.14,1.91,0.0,81.57,11.9
"State House District 69 (2024), Indiana",49050,6,296,319,0,45996,1438,0.01,0.6,0.65,0.0,93.77,2.93
"State House District 69 (2024), Iowa",24908,19,105,865,2,22695,793,0.08,0.42,3.47,0.01,91.12,3.18
"State House District 69 (2024), Kansas",17463,7,630,631,7,14171,1525,0.04,3.61,3.61,0.04,81.15,8.73
"State House District 69 (2024), Kentucky",34340,38,318,1799,6,30143,1206,0.11,0.93,5.24,0.02,87.78,3.51
"State House District 69 (2024), Louisiana",32862,54,1191,7792,2,21422,1319,0.16,3.62,23.71,0.01,65.19,4.01
"State House District 69 (2024), Maine",6392,9,7,56,0,6177,43,0.14,0.11,0.88,0.0,96.64,0.67
"State House District 69 (2024), Michigan",67251,173,406,13461,0,49222,2247,0.26,0.6,20.02,0.0,73.19,3.34
"State House District 69 (2024), Mississippi",15403,45,8,14019,0,917,133,0.29,0.05,91.01,0.0,5.95,0.86
"State House District 69 (2024), Missouri",28847,2,747,620,0,26109,813,0.01,2.59,2.15,0.0,90.51,2.82
"State House District 69 (2024), Montana",9666,26,27,1,2,9095,219,0.27,0.28,0.01,0.02,94.09,2.27
"State House District 69 (2024), New Mexico",19548,12885,4,502,5,2182,3740,65.91,0.02,2.57,0.03,11.16,19.13
"State House District 69 (2024), North Carolina",66512,53,1333,6418,31,52176,4572,0.08,2.0,9.65,0.05,78.45,6.87
"State House District 69 (2024), Ohio",89165,52,267,1234,114,85192,922,0.06,0.3,1.38,0.13,95.54,1.03
"State House District 69 (2024), Oklahoma",28080,1014,807,1193,26,21965,1289,3.61,2.87,4.25,0.09,78.22,4.59
"State House District 69 (2024), Pennsylvania",52638,10,125,1752,0,49692,586,0.02,0.24,3.33,0.0,94.4,1.11
"State House District 69 (2024), Rhode Island",11830,14,75,220,7,10936,424,0.12,0.63,1.86,0.06,92.44,3.58
"State House District 69 (2024), South Carolina",28985,63,900,4382,5,22372,823,0.22,3.11,15.12,0.02,77.18,2.84
"State House District 69 (2024), Tennessee",52540,117,136,1500,1,48379,1232,0.22,0.26,2.85,0.0,92.08,2.34
"State House District 69 (2024), Texas",138925,421,1988,11485,130,98739,22453,0.3,1.43,8.27,0.09,71.07,16.16
"State House District 69 (2024), Utah",32129,5281,177,42,212,23993,1817,16.44,0.55,0.13,0.66,74.68,5.66
"State House District 69 (2024), Virginia",68429,114,2083,10224,107,48996,4835,0.17,3.04,14.94,0.16,71.6,7.07
"State House District 6A (2024), Minnesota",35009,282,163,225,21,33453,286,0.81,0.47,0.64,0.06,95.56,0.82
"State House District 6B (2024), Minnesota",33830,255,109,117,1,32191,567,0.75,0.32,0.35,0.0,95.16,1.68
"State House District 7 (2024), Alabama",36530,1079,161,5290,2,27410,639,2.95,0.44,14.48,0.01,75.03,1.75
"State House District 7 (2024), Alaska",13624,847,325,138,16,10657,610,6.22,2.39,1.01,0.12,78.22,4.48
"State House District 7 (2024), Arizona",204104,5731,2366,3742,191,154307,31651,2.81,1.16,1.83,0.09,75.6,15.51
"State House District 7 (2024), Arkansas",20128,71,167,54,4,15328,4045,0.35,0.83,0.27,0.02,76.15,20.1
"State House District 7 (2024), Colorado",56243,172,3345,15947,29,15561,19927,0.31,5.95,28.35,0.05,27.67,35.43
"State House District 7 (2024), Connecticut",17009,3,237,9369,20,2521,4392,0.02,1.39,55.08,0.12,14.82,25.82
"State House District 7 (2024), Florida",145274,529,601,20165,124,112622,7134,0.36,0.41,13.88,0.09,77.52,4.91
"State House District 7 (2024), Georgia",49825,54,314,173,0,46111,2242,0.11,0.63,0.35,0.0,92.55,4.5
"State House District 7 (2024), Hawaii",17655,12,2704,183,3013,7882,993,0.07,15.32,1.04,17.07,44.64,5.62
"State House District 7 (2024), Idaho",43133,564,335,55,25,39376,1424,1.31,0.78,0.13,0.06,91.29,3.3
"State House District 7 (2024), Illinois",74493,39,1942,32827,1,24778,14062,0.05,2.61,44.07,0.0,33.26,18.88
"State House District 7 (2024), Indiana",50223,60,276,4218,4,40853,3536,0.12,0.55,8.4,0.01,81.34,7.04
"State House District 7 (2024), Iowa",24278,33,70,213,0,23025,487,0.14,0.29,0.88,0.0,94.84,2.01
"State House District 7 (2024), Kansas",17483,62,32,642,2,15458,669,0.35,0.18,3.67,0.01,88.42,3.83
"State House District 7 (2024), Kentucky",35704,103,542,1626,1,32100,543,0.29,1.52,4.55,0.0,89.91,1.52
"State House District 7 (2024), Louisiana",32821,993,137,9607,54,20086,882,3.03,0.42,29.27,0.16,61.2,2.69
"State House District 7 (2024), Maine",7009,158,4,31,0,6532,180,2.25,0.06,0.44,0.0,93.19,2.57
"State House District 7 (2024), Michigan",58895,274,5630,35163,11,15372,565,0.47,9.56,59.7,0.02,26.1,0.96
"State House District 7 (2024), Mississippi",20473,1,168,5328,1,14095,516,0.0,0.82,26.02,0.0,68.85,2.52
"State House District 7 (2024), Missouri",29344,75,81,605,18,27570,631,0.26,0.28,2.06,0.06,93.95,2.15
"State House District 7 (2024), Montana",9144,90,52,28,0,8379,418,0.98,0.57,0.31,0.0,91.63,4.57
"State House District 7 (2024), New Mexico",21237,401,31,342,2,6404,13544,1.89,0.15,1.61,0.01,30.15,63.78
"State House District 7 (2024), North Carolina",66817,127,414,17413,36,42829,4056,0.19,0.62,26.06,0.05,64.1,6.07
"State House District 7 (2024), North Dakota",12970,44,41,179,1,12314,124,0.34,0.32,1.38,0.01,94.94,0.96
"State House District 7 (2024), Ohio",87735,29,5059,3803,46,72758,3463,0.03,5.77,4.33,0.05,82.93,3.95
"State House District 7 (2024), Oklahoma",28873,4602,132,225,56,20521,912,15.94,0.46,0.78,0.19,71.07,3.16
"State House District 7 (2024), Oregon",54316,415,748,403,10,45519,4675,0.76,1.38,0.74,0.02,83.8,8.61
"State House District 7 (2024), Pennsylvania",52780,44,160,3696,0,47462,684,0.08,0.3,7.0,0.0,89.92,1.3
"State House District 7 (2024), Puerto Rico",68448,3,21,169,32,348,67838,0.0,0.03,0.25,0.05,0.51,99.11
"State House District 7 (2024), Rhode Island",9319,3,408,1570,2,3683,3426,0.03,4.38,16.85,0.02,39.52,36.76
"State House District 7 (2024), South Carolina",29780,86,79,5508,18,22828,471,0.29,0.27,18.5,0.06,76.66,1.58
"State House District 7 (2024), South Dakota",21000,221,240,96,2,19517,598,1.05,1.14,0.46,0.01,92.94,2.85
"State House District 7 (2024), Tennessee",52590,23,473,2079,2,47007,1829,0.04,0.9,3.95,0.0,89.38,3.48
"State House District 7 (2024), Texas",145779,396,892,28744,50,95533,14999,0.27,0.61,19.72,0.03,65.53,10.29
"State House District 7 (2024), Utah",30528,82,294,152,61,25808,3566,0.27,0.96,0.5,0.2,84.54,11.68
"State House District 7 (2024), Virginia",62664,25,7377,4360,2,42510,5929,0.04,11.77,6.96,0.0,67.84,9.46
"State House District 7 (2024), Wyoming",6790,32,71,44,2,6171,406,0.47,1.05,0.65,0.03,90.88,5.98
"State House District 70 (2024), Alabama",36391,132,117,20725,1,13655,1162,0.36,0.32,56.95,0.0,37.52,3.19
"State House District 70 (2024), Arkansas",24093,45,192,4681,0,17879,753,0.19,0.8,19.43,0.0,74.21,3.13
"State House District 70 (2024), Connecticut",17525,10,652,1620,0,12165,2407,0.06,3.72,9.24,0.0,69.42,13.73
"State House District 70 (2024), Florida",147857,109,3198,22524,137,95837,22387,0.07,2.16,15.23,0.09,64.82,15.14
"State House District 70 (2024), Georgia",43550,11,458,11180,1,27886,2811,0.03,1.05,25.67,0.0,64.03,6.45
"State House District 70 (2024), Illinois",80404,13,2974,1470,2,68062,6603,0.02,3.7,1.83,0.0,84.65,8.21
"State House District 70 (2024), Indiana",51515,23,159,351,2,49647,658,0.04,0.31,0.68,0.0,96.37,1.28
"State House District 70 (2024), Iowa",23044,9,118,204,18,22100,334,0.04,0.51,0.89,0.08,95.9,1.45
"State House District 70 (2024), Kansas",17427,40,12,27,0,15968,811,0.23,0.07,0.15,0.0,91.63,4.65
"State House District 70 (2024), Kentucky",35811,62,86,1201,1,33288,694,0.17,0.24,3.35,0.0,92.95,1.94
"State House District 70 (2024), Louisiana",37898,122,1671,8421,1,24491,2576,0.32,4.41,22.22,0.0,64.62,6.8
"State House District 70 (2024), Maine",6875,0,12,0,2,6718,103,0.0,0.17,0.0,0.03,97.72,1.5
"State House District 70 (2024), Michigan",68636,245,335,34538,20,28743,2878,0.36,0.49,50.32,0.03,41.88,4.19
"State House District 70 (2024), Mississippi",17306,34,122,14516,0,2427,88,0.2,0.7,83.88,0.0,14.02,0.51
"State House District 70 (2024), Missouri",27656,2,393,9963,8,15444,715,0.01,1.42,36.02,0.03,55.84,2.59
"State House District 70 (2024), Montana",9105,96,30,49,1,8443,281,1.05,0.33,0.54,0.01,92.73,3.09
"State House District 70 (2024), New Mexico",22160,488,25,274,0,5535,15536,2.2,0.11,1.24,0.0,24.98,70.11
"State House District 70 (2024), North Carolina",63953,86,816,4896,0,52649,4161,0.13,1.28,7.66,0.0,82.32,6.51
"State House District 70 (2024), Ohio",89803,25,2557,4528,33,76509,2818,0.03,2.85,5.04,0.04,85.2,3.14
"State House District 70 (2024), Oklahoma",30753,1050,583,1488,27,24220,1316,3.41,1.9,4.84,0.09,78.76,4.28
